DATAFLOW,LAST UPDATE,freq,building,currency,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Wien,2023,1150,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Sarajevo,2014,450,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Sarajevo,2015,460,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Sarajevo,2016,420,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Sarajevo,2017,360,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Sarajevo,2018,390,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Sarajevo,2019,400,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Sarajevo,2020,400,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Sarajevo,2021,430,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Sarajevo,2022,560,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Sarajevo,2023,610,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bruxelles/Brussel,2013,820,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bruxelles/Brussel,2014,810,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bruxelles/Brussel,2015,800,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bruxelles/Brussel,2016,820,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bruxelles/Brussel,2017,770,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bruxelles/Brussel,2018,800,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bruxelles/Brussel,2019,850,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bruxelles/Brussel,2020,870,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bruxelles/Brussel,2021,880,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bruxelles/Brussel,2022,970,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bruxelles/Brussel,2023,980,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Sofia,2013,270,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Sofia,2014,310,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Sofia,2015,320,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Sofia,2016,400,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Sofia,2017,380,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Sofia,2018,360,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Sofia,2019,420,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Sofia,2020,430,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Sofia,2021,390,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Sofia,2022,420,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Sofia,2023,480,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bern (Berne),2013,1200,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bern (Berne),2014,1250,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bern (Berne),2015,1550,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bern (Berne),2016,1500,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bern (Berne),2017,1400,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bern (Berne),2018,1350,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bern (Berne),2019,1400,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bern (Berne),2020,1450,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bern (Berne),2021,1350,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bern (Berne),2022,1500,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bern (Berne),2023,1500,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Genève,2013,1800,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Genève,2014,1700,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Genève,2015,2050,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Genève,2016,1900,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Genève,2017,1900,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Genève,2018,1800,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Genève,2019,1900,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Genève,2020,1950,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Genève,2021,1850,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Genève,2022,2100,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Genève,2023,2200,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Lefkosia,2013,430,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Lefkosia,2014,370,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Lefkosia,2015,390,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Lefkosia,2016,450,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Lefkosia,2017,480,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Lefkosia,2018,620,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Lefkosia,2019,600,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Lefkosia,2020,610,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Lefkosia,2021,570,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Lefkosia,2022,620,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Lefkosia,2023,630,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Praha,2013,660,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Praha,2014,610,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Praha,2015,640,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Praha,2016,680,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Praha,2017,800,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Praha,2018,910,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Praha,2019,920,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Praha,2020,900,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Praha,2021,760,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Praha,2022,980,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Praha,2023,1150,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Berlin,2013,790,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Berlin,2014,800,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Berlin,2015,890,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Berlin,2016,930,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Berlin,2017,960,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Berlin,2018,990,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Berlin,2019,1050,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Berlin,2020,1050,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Berlin,2021,1150,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Berlin,2022,1200,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Berlin,2023,1250,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Karlsruhe,2013,670,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Karlsruhe,2014,720,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Karlsruhe,2015,730,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Karlsruhe,2016,770,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Karlsruhe,2017,790,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Karlsruhe,2018,810,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Karlsruhe,2019,830,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Karlsruhe,2020,840,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Karlsruhe,2021,850,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Karlsruhe,2022,900,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Karlsruhe,2023,910,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,München,2013,1150,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,München,2014,1150,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,München,2015,1150,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,München,2016,1150,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,München,2017,1250,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,München,2018,1350,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,München,2019,1350,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,München,2020,1350,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,München,2021,1400,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,München,2022,1550,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,München,2023,1550,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bonn,2013,720,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bonn,2014,740,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bonn,2015,730,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bonn,2016,750,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bonn,2017,760,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bonn,2018,780,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bonn,2019,790,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Bonn,2020,800,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,København,2013,1050,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,København,2014,1050,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,København,2015,1200,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,København,2016,1200,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,København,2017,1350,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,København,2018,1400,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,København,2019,1400,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,København,2020,1400,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,København,2021,1500,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,København,2022,1450,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,København,2023,1650,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Tallinn,2013,470,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Tallinn,2014,530,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Tallinn,2015,550,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Tallinn,2016,540,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Tallinn,2017,560,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Tallinn,2018,600,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Tallinn,2019,630,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Tallinn,2020,560,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Tallinn,2021,560,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Tallinn,2022,730,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Tallinn,2023,780,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Athina,2013,560,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Athina,2014,630,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Athina,2015,590,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Athina,2016,620,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Athina,2017,650,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Athina,2018,690,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Athina,2019,790,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Athina,2020,790,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Athina,2021,860,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Athina,2022,910,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Athina,2023,960,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Madrid,2013,740,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Madrid,2014,710,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Madrid,2015,710,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Madrid,2016,800,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Madrid,2017,890,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Madrid,2018,960,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Madrid,2019,1000,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Madrid,2020,1000,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Madrid,2021,810,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Madrid,2022,970,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Madrid,2023,1050,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Helsinki,2013,1050,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Helsinki,2014,1050,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Helsinki,2015,1050,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Helsinki,2016,1050,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Helsinki,2017,1150,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Helsinki,2018,1150,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Helsinki,2019,1200,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Helsinki,2020,1200,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Helsinki,2021,1100,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Helsinki,2022,1100,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Helsinki,2023,1100,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Paris,2013,1150,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Paris,2014,1100,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Paris,2015,1100,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Paris,2016,1100,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Paris,2017,1150,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Paris,2018,1200,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Paris,2019,1250,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Paris,2020,1250,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Paris,2021,1250,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Paris,2022,1250,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Paris,2023,1350,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Zagreb,2013,540,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Zagreb,2014,550,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Zagreb,2015,490,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Zagreb,2016,570,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Zagreb,2017,630,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Zagreb,2018,620,,
ESTAT:PRC_COLC_RENTS(1.0),11/12/23 23:00:00,Annual,1-bedroom flats,Euro,Zagreb,2019,710,,
